itemString,marketValue,minBuyout,historical,numAuctions,date
112090,166239,155000,223856,14,2021-03-15 07:54:26
1748,60615,60000,74958,2,2021-03-15 07:54:26
54443,11482798,4897000,8581345,11,2021-03-15 07:54:26
4438,13024281,16408400,41163733,7,2021-03-15 07:54:26
4231,504621,515400,311286,5,2021-03-15 07:54:26
55722,30437542,0,8556168,0,2021-03-15 07:54:26
38937,435393,256200,3028470,6,2021-03-15 07:54:26
14798,22059589,21320700,45301019,13,2021-03-15 07:54:26
2580,33200,10300,55561,17,2021-03-15 07:54:26
109118,8153,2000,8066,90,2021-03-15 07:54:26
10602,9499769,14348800,4801439,1,2021-03-15 07:54:26
104127,499752,489000,709110,8,2021-03-15 07:54:26
4233,145864,128700,394424,3,2021-03-15 07:54:26
82162,26417088,3999800,39159404,2,2021-03-15 07:54:26
15339,1477547,754100,2969878,6,2021-03-15 07:54:26
22445,79161,76600,86411,10,2021-03-15 07:54:26
4500,425111,350000,318997,8,2021-03-15 07:54:26
22913,29297777,27145400,45141217,6,2021-03-15 07:54:26
13898,2395200,2395200,1606163,10,2021-03-15 07:54:26
7469,1426581,779300,828283,10,2021-03-15 07:54:26
78331,388097463,748496200,299999996,5,2021-03-15 07:54:26
9760,1492073,200000,11865609,3,2021-03-15 07:54:26
34056,98723,95200,25509,13,2021-03-15 07:54:26
12655,105975,150000,185159,8,2021-03-15 07:54:26
12811,532768,708600,324486,14,2021-03-15 07:54:26
60403,36030706,43999800,16198377,1,2021-03-15 07:54:26
118855,42950323,29700000,54774975,5,2021-03-15 07:54:26
36431,5357920,5357500,4116762,2,2021-03-15 07:54:26
75121,5208440,5003500,6374258,2,2021-03-15 07:54:26
109218,174455,158800,373903,5,2021-03-15 07:54:26
15676,3595782,3652000,8796074,19,2021-03-15 07:54:26
14342,4971414,4990000,3920214,3,2021-03-15 07:54:26
55374,4008900,4008900,7406337,10,2021-03-15 07:54:26
24714,662265,600000,903835,6,2021-03-15 07:54:26
14771,9519417,8000000,9901467,14,2021-03-15 07:54:26
15210,323182,250000,584071,4,2021-03-15 07:54:26
76087,3393583,3399700,974515,3,2021-03-15 07:54:26
38914,157637,161300,198714,5,2021-03-15 07:54:26
122346,717897,203000,654573,8,2021-03-15 07:54:26
39690,314050,2682900,804700,2,2021-03-15 07:54:26
210,1004255830,800000000,906617838,1,2021-03-15 07:54:26
7367,2849992,450000,11063215,7,2021-03-15 07:54:26
76131,702280,400000,847029,8,2021-03-15 07:54:26
76081,125434,120000,94022,1,2021-03-15 07:54:26
49571,97696121,98760100,29933207,3,2021-03-15 07:54:26
14772,19261327,19000000,20470936,21,2021-03-15 07:54:26
34054,136718,109900,103944,19,2021-03-15 07:54:26
18046,1053617,904600,3332201,1,2021-03-15 07:54:26
22456,402968,1427400,439446,8,2021-03-15 07:54:26
2997,8281,5100,26933,26,2021-03-15 07:54:26
4705,6381901,5009900,5946944,7,2021-03-15 07:54:26
16203,43766,30400,25541,22,2021-03-15 07:54:26
3858,74491,56900,80720,56,2021-03-15 07:54:26
15119,299315,90100,3209514,14,2021-03-15 07:54:26
13020,29246854,9500000,27311249,6,2021-03-15 07:54:26
10592,359585,230000,598268,3,2021-03-15 07:54:26
113588,484432,250000,442208,17,2021-03-15 07:54:26
114816,24966167,24949600,24995681,4,2021-03-15 07:54:26
82284,521919,150200,87876,10,2021-03-15 07:54:26
8390,477753,427100,1156977,5,2021-03-15 07:54:26
117568,551298,495000,244442,2,2021-03-15 07:54:26
71986,175771429,174998600,188002287,5,2021-03-15 07:54:26
64395,84793507,87999400,31320549,2,2021-03-15 07:54:26
83078,304585269,500000100,179547367,2,2021-03-15 07:54:26
76660,6407978,0,4303532,0,2021-03-15 07:54:26
111557,32064,27500,49681,69,2021-03-15 07:54:26
9818,1162930,758800,1111380,6,2021-03-15 07:54:26
7472,802281,299900,1139474,11,2021-03-15 07:54:26
109693,11221,9800,14254,40,2021-03-15 07:54:26
112384,348401,999800,442855,7,2021-03-15 07:54:26
2409,2831592,1998500,745961,9,2021-03-15 07:54:26
116592,21870116,21959600,34491162,10,2021-03-15 07:54:26
6348,634072,505000,307445,11,2021-03-15 07:54:26
8291,353849,110000,666135,15,2021-03-15 07:54:26
9948,250950,249300,640362,6,2021-03-15 07:54:26
14799,23382605,17457400,57836464,13,2021-03-15 07:54:26
87881,1117171,1233800,840496,4,2021-03-15 07:54:26
