itemString,marketValue,minBuyout,historical,numAuctions,date
49602,0,0,67637000,0,2021-03-15 07:54:19
5042,35596750,40008900,14563131,1,2021-03-15 07:54:19
23768,833439,1000000,294622,1,2021-03-15 07:54:19
104202,76439013,55555500,60293451,1,2021-03-15 07:54:19
21154,679545623,4790000100,268084134,1,2021-03-15 07:54:19
23841,620000,620000,510950,1,2021-03-15 07:54:19
76615,30039004,34970000,32547561,1,2021-03-15 07:54:19
75071,0,0,6473412,0,2021-03-15 07:54:19
23821,17680307,30000000,8375130,2,2021-03-15 07:54:19
23623,1129913111,1085220800,1078023904,1,2021-03-15 07:54:19
76671,0,0,15100,0,2021-03-15 07:54:19
7331,23336778,20203100,23805388,3,2021-03-15 07:54:19
116685,1862761,455500,1115609,3,2021-03-15 07:54:19
74728,8642695,7501600,29685777,1,2021-03-15 07:54:19
13931,16634766,22242500,17320357,1,2021-03-15 07:54:19
48116,199993800,0,199993800,0,2021-03-15 07:54:19
40090,0,0,196591193,0,2021-03-15 07:54:19
90058,948175,106200,106200,1,2021-03-15 07:54:19
31913,47518093,0,186462304,0,2021-03-15 07:54:19
14416,23137939,23452200,26788811,3,2021-03-15 07:54:19
15545,45747761,45514800,41682748,5,2021-03-15 07:54:19
38807,10993301,11000000,8589986,1,2021-03-15 07:54:19
14209,30709524,30690500,32107995,1,2021-03-15 07:54:19
5780,47122057,50959400,38536417,3,2021-03-15 07:54:19
25400,0,0,64900,0,2021-03-15 07:54:19
76650,10406438,14000000,7680199,1,2021-03-15 07:54:19
12720,350878343,350877900,362749342,2,2021-03-15 07:54:19
98790,61070293,0,40229640,0,2021-03-15 07:54:19
76648,8579385,11000000,7521062,2,2021-03-15 07:54:19
76879,49999900,49999900,49552254,1,2021-03-15 07:54:19
76649,0,0,3474892,0,2021-03-15 07:54:19
98834,56628952,81000000,27634059,1,2021-03-15 07:54:19
7091,31007351,35149800,23797825,2,2021-03-15 07:54:19
98901,31778583,26362300,49219793,2,2021-03-15 07:54:19
4024,19096410,0,6163966,0,2021-03-15 07:54:19
36438,2165178,2500000,1978931,1,2021-03-15 07:54:19
40,710165948,0,225468472,0,2021-03-15 07:54:19
44,225535809,0,192885562,0,2021-03-15 07:54:19
43,154492026,0,408244762,0,2021-03-15 07:54:19
14501,1535040980,1579942500,475900243,1,2021-03-15 07:54:19
4456,201394996,0,160691503,0,2021-03-15 07:54:19
18948,44480816,44480400,29239144,3,2021-03-15 07:54:19
15543,35543850,31943800,21406626,1,2021-03-15 07:54:19
8204,84320009,80066600,79221377,5,2021-03-15 07:54:19
2781,12300,0,12300,0,2021-03-15 07:54:19
28104,2569653,2000000,534856,1,2021-03-15 07:54:19
12610,164935256,164899600,154984727,2,2021-03-15 07:54:19
4784,32154,600,600,1,2021-03-15 07:54:19
29157,1872300,1872300,1754686,2,2021-03-15 07:54:19
132488,5048736,4720600,4015361,4,2021-03-15 07:54:19
35682,19767215,18645000,19744376,1,2021-03-15 07:54:19
98607,605626744,634000000,507348739,1,2021-03-15 07:54:19
94580,748456556,750002100,670640391,2,2021-03-15 07:54:19
8754,423353235,0,322657780,0,2021-03-15 07:54:19
1181,446671,699900,956504,1,2021-03-15 07:54:19
106875,22100,0,22100,0,2021-03-15 07:54:19
76676,20324211,0,10388711,0,2021-03-15 07:54:19
80594,0,0,600,0,2021-03-15 07:54:19
76646,0,0,44934,0,2021-03-15 07:54:19
41975,8337722,9200300,12785557,1,2021-03-15 07:54:19
2515,150000000,0,150000000,0,2021-03-15 07:54:19
21876,0,0,1399900,0,2021-03-15 07:54:19
