itemString,marketValue,minBuyout,historical,numAuctions,date
47315,39754711,39754600,28630795,2,2021-03-15 07:54:24
58266,3676974,150000,3963525,2,2021-03-15 07:54:24
75026,1638903,2999900,997822,3,2021-03-15 07:54:24
4354,1931562221,1989999700,358259444,2,2021-03-15 07:54:24
19304,40213,50100,141772,4,2021-03-15 07:54:24
9315,0,0,125050,0,2021-03-15 07:54:24
68756,143380596,215432800,391096014,1,2021-03-15 07:54:24
6714,0,0,20200,0,2021-03-15 07:54:24
32535,991321,445200,14892739,5,2021-03-15 07:54:24
74651,3147990,3500000,1138455,1,2021-03-15 07:54:24
59230,3451451,250000,4377848,2,2021-03-15 07:54:24
124440,64493,50000,50337,8,2021-03-15 07:54:24
12706,64184763,0,60081416,0,2021-03-15 07:54:24
16697,4999990900,0,504648791,0,2021-03-15 07:54:24
12707,69525510,0,57780139,0,2021-03-15 07:54:24
12714,26587451,27172100,11320697,1,2021-03-15 07:54:24
78284,798308117,798280000,829354937,2,2021-03-15 07:54:24
76161,43668171,0,67853703,0,2021-03-15 07:54:24
55707,8130513,7832900,5122514,2,2021-03-15 07:54:24
2570,2992333,2991400,2297199,3,2021-03-15 07:54:24
10045,774585,754200,1060473,1,2021-03-15 07:54:24
76612,0,0,20006600,0,2021-03-15 07:54:24
76600,2725261,2006600,12455660,1,2021-03-15 07:54:24
76615,0,0,1506600,0,2021-03-15 07:54:24
30727,74970579,74001300,99264588,8,2021-03-15 07:54:24
2568,3705896,4747900,2051774,2,2021-03-15 07:54:24
10632,422818212,422818000,405198602,5,2021-03-15 07:54:24
10631,525527285,440000000,225632953,4,2021-03-15 07:54:24
31183,126749555,160240000,142894593,6,2021-03-15 07:54:24
52131,35629800,0,17396115,0,2021-03-15 07:54:24
44649,24927425,30000000,7486530,3,2021-03-15 07:54:24
39507,109030657,0,124735417,0,2021-03-15 07:54:24
62112,0,0,20878190,0,2021-03-15 07:54:24
71718,0,0,65077288000,0,2021-03-15 07:54:24
18337,449439416,583058800,420807977,2,2021-03-15 07:54:24
62126,7333800,0,2126042,0,2021-03-15 07:54:24
106399,20565706,0,16243140,0,2021-03-15 07:54:24
36188,15345980,14409800,15430810,1,2021-03-15 07:54:24
6367,158920128,250003600,123378393,2,2021-03-15 07:54:24
127,0,0,11953403000,0,2021-03-15 07:54:24
2584,5012795,4516200,2577055,2,2021-03-15 07:54:24
1927,223460700,0,33536411,0,2021-03-15 07:54:24
45301,923891,926800,1465857,2,2021-03-15 07:54:24
3426,85497449,81673700,36987000,5,2021-03-15 07:54:24
76634,19875200,0,22759864,0,2021-03-15 07:54:24
67243,18630105,12000000,26046122,6,2021-03-15 07:54:24
13095,69600911,50000000,14349915,4,2021-03-15 07:54:24
4040,737977,540000,1000834,7,2021-03-15 07:54:24
41803,3942020,9250000,6204920,2,2021-03-15 07:54:24
6361,430857,350000,974768,9,2021-03-15 07:54:24
20008,324209194,9991300,15879003,6,2021-03-15 07:54:24
2680,2019963,2015000,1495124,5,2021-03-15 07:54:24
36080,28869944,20000000,18915503,3,2021-03-15 07:54:24
106395,23784633,0,10160143,0,2021-03-15 07:54:24
82934,100492027,60000000,138629730,4,2021-03-15 07:54:24
82928,523555031,539459500,567643457,7,2021-03-15 07:54:24
9830,2309696,2000000,7483858,11,2021-03-15 07:54:24
3480,1601835,1001700,1557249,4,2021-03-15 07:54:24
159,9696,8900,227821,9,2021-03-15 07:54:24
13760,2868594,2000000,477916,1,2021-03-15 07:54:24
23334,18217539,22399600,5839834,1,2021-03-15 07:54:24
16110,2183210,1750000,3424556,11,2021-03-15 07:54:24
76619,9187322,0,3550446,0,2021-03-15 07:54:24
3414,817765380,794818800,455155560,3,2021-03-15 07:54:24
29733,475086797,449999800,564834597,2,2021-03-15 07:54:24
60854,99989564,99989300,91402063,8,2021-03-15 07:54:24
36234,669792510,3008800,69690097,2,2021-03-15 07:54:24
52547,3122828200,0,3170142872,0,2021-03-15 07:54:24
44682,77700892,100000000,52401703,2,2021-03-15 07:54:24
35207,31164686,30000100,19872793,2,2021-03-15 07:54:24
4722,6856841,6095900,13631933,10,2021-03-15 07:54:24
52494,271317999,190000000,201444035,3,2021-03-15 07:54:24
36434,5475022,6000000,4025799,1,2021-03-15 07:54:24
14129,916442,887900,1545160,4,2021-03-15 07:54:24
117475,0,0,2300,0,2021-03-15 07:54:24
49514,140455651,171818800,195450269,1,2021-03-15 07:54:24
98118,4396600,0,4396600,0,2021-03-15 07:54:24
98116,430777,0,418396,0,2021-03-15 07:54:24
106678,42197794,19997000,28158237,4,2021-03-15 07:54:24
36130,20760438,0,12801838,0,2021-03-15 07:54:24
3286,58571086,31554400,36405085,4,2021-03-15 07:54:24
132490,1511419,1659100,718519,2,2021-03-15 07:54:24
2310,1564204,2189600,429810,3,2021-03-15 07:54:24
1737,5000400,0,5000400,0,2021-03-15 07:54:24
3375,8005200,0,5708325,0,2021-03-15 07:54:24
2214,20777656,0,7009700,0,2021-03-15 07:54:24
132491,2774065,4286400,1917951,3,2021-03-15 07:54:24
1513,4504050,0,1647548,0,2021-03-15 07:54:24
1504,5717900,5717900,3029100,1,2021-03-15 07:54:24
1514,10008700,0,5011814,0,2021-03-15 07:54:24
3289,263546715,287576500,260190311,3,2021-03-15 07:54:24
78206,743280491,867670000,698399977,2,2021-03-15 07:54:24
1502,6649010,8390900,6190952,2,2021-03-15 07:54:24
7281,2358129,4148000,975662,1,2021-03-15 07:54:24
1503,4937162,1131600,4951994,3,2021-03-15 07:54:24
68754,1968124,1979200,3725960,5,2021-03-15 07:54:24
8285,2534094,3400900,1726480,4,2021-03-15 07:54:24
31904,46563045,63949800,10412312,1,2021-03-15 07:54:24
113932,38048867,50000000,17949608,2,2021-03-15 07:54:24
